Country letter code,ISO code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
WSM,882,Samoa,16908,17092,17227,17361,17506,17671,17861,18076,18308,18545,18781,19011,19237,19464,19692,19927,20170,20419,20673,20928,21180,21431,21678,21915,22141,22350,22542,22717,22884,23054,23231,23418,23611,23799,23976,24132,24265,24377,24461,24511,24518,24481,24403,24304,24198,24102,24021,23954,23902,23861,23830,23811,23806,23818,23845,23886,23939,24005,24095,24219,24387,24776,25211,25679,26169,26662
SMR,674,San Marino,3422,3428,3419,3408,3407,3422,3458,3510,3569,3633,3690,3741,3789,3833,3872,3906,3935,3959,3979,3997,4016,4034,4053,4072,4091,4113,4135,4155,4179,4207,4241,4283,4326,4364,4386,4383,4353,4305,4242,4178,4117,4061,4008,3956,3907,3856,3804,3753,3704,3657,3614,3578,3546,3517,3483,3444,3397,3344,3291,3243,3205,3167,3136,3110,3092,3078
STP,678,Sao Tome and Principe,8121,8241,8434,8682,8959,9243,9529,9819,10111,10398,10681,10957,11273,11587,11896,12205,12508,12809,13130,13499,13937,14460,15058,15706,16357,16979,17557,18103,18645,19230,19891,20642,21472,22365,23293,24239,25196,26169,27153,28115,29057,29979,30878,31755,32606,33434,34232,35000,35754,36513,37288,38084,38888,39685,40448,41160,41816,42415,42948,43403,43772,44675,45553,46422,47300,48199
SAU,682,Saudi Arabia,801384,834375,871151,910625,951195,991992,1031668,1071271,1115165,1169292,1237440,1321810,1419839,1524725,1626912,1719583,1800683,1872494,1926899,1979002,2032647,2088391,2146063,2207820,2275892,2351643,2435386,2526565,2624441,2728014,2836436,2949076,3065387,3184752,3306578,3430088,3555349,3681158,3805858,3922109,4026318,4116403,4192723,4257209,4313142,4362827,4407892,4447178,4477205,4493268,4492817,4475120,4443347,4403182,4361348,4321813,4284774,4248069,4210099,4169127,4124326,4116769,4110651,4105069,4098634,4090803
SEN,686,Senegal,697796,717380,737947,758717,778647,797062,813677,826502,838804,851906,866805,883811,902793,923753,946569,971155,997536,1025814,1056034,1088247,1122440,1158685,1196865,1236568,1277258,1318575,1360345,1402705,1446009,1490761,1537299,1585705,1635816,1687419,1740214,1793982,1848675,1904351,1961037,2018793,2077654,2136464,2195282,2254007,2312527,2370717,2428492,2485746,2542329,2598084,2652865,2706524,2758988,2810243,2860307,2909180,2956704,3002731,3047305,3090506,3132349,3216722,3303067,3391128,3480535,3571010
SRB,688,Serbia,1490766,1508994,1524366,1537320,1548685,1559085,1568612,1577066,1584477,1590850,1596243,1600982,1597848,1594552,1591043,1587450,1583075,1578360,1575820,1578761,1589119,1608040,1633693,1661394,1684753,1699236,1703315,1698323,1686181,1670025,1652264,1633401,1613044,1591796,1570085,1548439,1527224,1506897,1488112,1471493,1457347,1445853,1436686,1428971,1421525,1413452,1404481,1394601,1383521,1370964,1356715,1340635,1322657,1302768,1280999,1257438,1232065,1205022,1176750,1147824,1118705,1096146,1073508,1050911,1028442,1006173
SYC,690,Seychelles,5262,5336,5431,5542,5674,5818,5977,6150,6332,6519,6705,6894,7086,7271,7435,7574,7677,7752,7779,7851,7996,8230,8536,8879,9207,9484,9692,9843,9982,10163,10426,10785,11212,11645,12004,12238,12325,12289,12173,12035,11917,11830,11762,11709,11658,11599,11535,11471,11411,11356,11306,11264,11228,11200,11181,11172,11172,11183,11203,11231,11265,11213,11163,11115,11073,11037
SLE,694,Sierra Leone,496697,502917,509384,516176,523389,531102,539387,548268,557727,567712,578204,588907,599834,611627,625159,640889,655927,672877,689394,702365,709779,711056,707441,701045,694837,691126,690003,691327,696775,708281,726927,753659,787393,824656,860732,892282,918196,939443,957332,973950,990595,1007374,1023755,1039836,1055659,1071238,1086656,1101926,1116911,1131427,1145342,1158636,1171302,1183234,1194313,1204435,1213563,1221680,1228741,1234695,1239503,1261489,1283360,1305203,1327134,1349239
SGP,702,Singapore,271256,279332,288117,297455,307141,317052,327121,337445,348287,360007,372846,386901,402051,418063,434561,451246,467839,484318,500953,518214,536387,555797,576120,596235,614571,630035,642126,651303,658568,665391,672822,681045,689701,698653,707647,716492,725322,734168,742617,750084,756150,760784,764315,767333,770668,774879,780206,786365,792745,798473,802926,805902,807606,808345,808606,808761,808922,808998,808943,808668,808147,804230,799763,794978,790178,785563
SVK,703,Slovakia,769106,778329,784963,790177,795738,802900,812012,822578,834007,845379,856024,857586,858488,858873,858949,858884,858661,858278,857894,857664,857652,857760,857837,857788,857527,856955,856105,854848,852781,849429,844524,837981,830054,821259,812272,803584,795357,787521,780023,772721,765512,757961,751127,745058,739840,735476,731986,729147,726432,723143,718776,713193,706459,698527,689414,679195,667812,655423,642614,630160,618649,605345,592762,580820,569312,558106
SVN,705,Slovenia,254396,256441,258031,259272,260343,261402,262412,263393,264608,266398,268983,272467,276723,281463,286264,290807,295017,298921,302416,305406,307834,309610,306840,303709,300500,297394,294457,291603,288685,285493,281887,277815,273351,268646,263919,259335,254958,250746,246633,242505,238292,234000,230122,226496,223101,219916,216902,214047,211400,209029,206973,205259,203833,202537,201161,199565,197696,195623,193491,191504,189834,186750,183838,181123,178617,176328
SLB,90,Solomon Islands,23833,24453,25030,25616,26282,27081,28036,29079,30207,31346,32449,33500,34519,35542,36607,37750,38975,40273,41630,43031,44463,45924,47422,48968,50578,52264,54031,55873,57798,59808,61903,64080,66328,68631,70969,73321,75685,78055,80378,82580,84621,86474,88158,89727,91261,92814,94407,96021,97619,99155,100595,101929,103174,104340,105449,106513,107531,108497,109420,110307,111161,113309,115535,117835,120202,122624
SOM,706,Somalia,493015,497300,498947,504101,521110,555195,609768,681007,758069,825813,873566,897100,900175,889888,877107,869755,870222,876088,884792,892035,894950,892793,887541,882213,881023,886911,901046,922299,948492,976338,1003424,1029238,1054488,1079460,1104787,1131006,1158009,1175849,1194646,1215283,1238359,1264081,1292235,1322442,1354159,1387004,1420934,1456057,1492380,1529937,1568757,1608814,1650086,1692572,1736262,1781125,1827118,1874206,1922328,1971432,2021479,2090446,2161131,2233492,2307481,2383055
ZAF,710,South Africa,2558580,2627133,2700573,2778203,2858946,2942056,3027269,3114939,3205651,3300272,3399388,3464745,3532860,3602115,3670329,3736322,3798355,3857727,3919681,3991092,4075959,4175223,4285095,4399165,4509226,4609508,4699604,4780603,4850250,4905664,4944755,4965282,4968247,4958660,4943813,4929108,4916492,4904669,4892028,4875854,4854456,4827945,4806907,4794715,4793297,4804091,4827695,4863972,4912611,4972987,5044570,5127230,5220960,5325642,5441228,5567554,5705014,5853456,6011725,6178033,6351265,6380878,6403847,6421643,6436386,6449812
SSD,728,South Sudan,638802,650828,663317,676389,689232,702870,717070,731837,747776,765682,785957,808741,833334,858241,881463,901450,918603,933129,943211,946598,942250,928774,908150,886829,873493,874231,891699,923882,966429,1012716,1057970,1100977,1143367,1186592,1233070,1284501,1340707,1400787,1464842,1532060,1602164,1675345,1750783,1825955,1897616,1963512,2022639,2075668,2124119,2170288,2215814,2261010,2305323,2348468,2389913,2429275,2466448,2501549,2534666,2565933,2595359,2663745,2733298,2803706,2874538,2945463
ESP,724,Spain,5029007,5013286,4998104,4982669,4966103,4947969,4928531,4908357,4887725,4866836,4845951,4824570,4803236,4784462,4771718,4767518,4772981,4787265,4808496,4833724,4860602,4889257,4920029,4951095,4980322,5006645,5027808,5045050,5064810,5095674,5142824,5207555,5285683,5372538,5458102,5534872,5601435,5658332,5702737,5731868,5744036,5737746,5713748,5675474,5627795,5574320,5516045,5452423,5383743,5309948,5231152,5148600,5063292,4974859,4882590,4786598,4687111,4586347,4489016,4401142,4327378,4239027,4163992,4102533,4054253,4018562
LKA,144,Sri Lanka,1712245,1764167,1815290,1866909,1919083,1971814,2025239,2079226,2133225,2186511,2238679,2289200,2338463,2388070,2440215,2496333,2557003,2621342,2687508,2752894,2815538,2874983,2931581,2985196,3035886,3083803,3128312,3169479,3208979,3249111,3291337,3336486,3383555,3429943,3472009,3507183,3534581,3555068,3569514,3579601,3586866,3591793,3594020,3593267,3588989,3580912,3568923,3553579,3536033,3517791,3499906,3482905,3466425,3449536,3430839,3409359,3384960,3358083,3328995,3298134,3265909,3256911,3247765,3239457,3233252,3229989
PSE,275,State of Palestine,157242,159347,163732,169659,175990,181898,187186,192156,197076,202385,208408,215227,222732,230825,239348,248206,257371,266951,277119,288119,300130,313101,326968,341862,357943,375249,394003,413983,426506,437475,446182,452374,456575,459772,463224,467717,473339,479709,489197,499622,510658,522168,534172,546718,559973,574089,589113,604951,621458,638429,655692,673209,690934,708678,726201,743306,759892,775950,791480,806527,821121,841774,862075,882143,902165,922233
SDN,729,Sudan,1640665,1690854,1743061,1797796,1848874,1903138,1960777,2021725,2085849,2152908,2222711,2295783,2372287,2451305,2531595,2612599,2692687,2772825,2858018,2954972,3067761,3198945,3345225,3497721,3644276,3776501,3891314,3991946,4084089,4176262,4274627,4380555,4492171,4608454,4727420,4847567,4969354,5093395,5218534,5338594,5454036,5563854,5668760,5771473,5875721,5983912,6096680,6212569,6329323,6443848,6553911,6658957,6759380,6855127,6946396,7033365,7115952,7194067,7267876,7337595,7403371,7586552,7771418,7958051,8146603,8337060
SUR,740,Suriname,44846,44326,43496,42560,41788,41362,41340,41652,42185,42782,43335,43819,44276,44738,45254,45850,46527,47257,48006,48731,49405,50018,50576,51084,51547,51971,52354,52693,52982,53219,53397,53507,53550,53540,53500,53515,53603,53752,53935,54110,54249,54341,54404,54480,54627,54884,55272,55778,56380,57044,57743,58464,59222,60047,60985,62067,63310,64695,66166,67642,69063,69271,69341,69303,69195,69049
SWZ,748,Swaziland,46363,47518,48740,50029,51373,52772,54237,55782,57413,59131,60951,62822,64760,66905,69452,72508,76179,80347,84646,88561,91746,94015,95510,96586,97773,99438,101742,104532,107485,110131,112149,113423,114123,114564,115204,116369,118158,120471,123315,126396,129576,132853,136264,139755,143266,146753,150183,153562,156946,160416,164029,167790,171674,175670,179760,183925,188155,192434,196744,201056,205349,209353,213312,217181,220903,224438
SWE,752,Sweden,1184898,1185818,1184918,1183260,1182384,1183372,1186532,1191430,1197496,1203859,1209891,1215294,1220255,1225177,1230683,1237139,1244609,1252675,1260640,1267576,1272783,1276256,1278084,1277817,1274943,1269237,1260487,1249174,1236629,1224621,1214451,1206477,1200482,1196444,1194166,1193438,1194341,1196791,1200184,1203726,1206801,1208375,1209587,1210267,1210283,1209581,1208106,1205947,1203396,1200841,1198596,1196710,1195229,1194447,1194724,1196320,1199366,1203806,1209468,1216056,1223309,1230485,1237870,1245249,1252366,1259030
CHE,756,Switzerland,979577,990547,999310,1005797,1010054,1012256,1012186,1010189,1007705,1006625,1008285,1013215,1021044,1031079,1042218,1053640,1065008,1076472,1088247,1100717,1114029,1128490,1143634,1157956,1169463,1176864,1179509,1178149,1174629,1171540,1170745,1172762,1177044,1183069,1189934,1196929,1204042,1211401,1218590,1225110,1230469,1234510,1237316,1239085,1240141,1240779,1241001,1240865,1240804,1241355,1242875,1245514,1249123,1253360,1257733,1261848,1265627,1269067,1271924,1273920,1274865,1280360,1285018,1289002,1292569,1295926
SYR,760,Syrian Arab Republic,901632,926126,951743,978083,1004641,1031113,1057334,1083567,1110473,1138956,1169670,1202960,1238710,1276560,1315952,1356565,1398211,1441237,1486459,1534939,1587335,1643392,1702549,1764686,1829646,1897012,1968013,2041953,2114369,2179413,2233637,2273059,2298844,2323772,2362788,2425103,2517272,2632944,2753311,2852960,2915831,2934183,2918110,2890712,2883472,2917185,2998578,3117323,3256236,3391074,3504943,3593713,3663142,3718429,3767956,3817612,3868066,3916925,3963326,4005718,4043076,4097141,4146628,4192359,4235459,4276827
TJK,762,Tajikistan,427364,438499,450578,463536,477275,491741,506858,522675,539410,557360,575215,594319,614505,635570,657236,679258,701621,724242,746749,768677,789725,809913,829402,848230,866468,884273,901514,918480,936267,956294,979540,1006301,1036197,1068637,1102703,1137616,1173223,1209408,1245463,1280580,1314207,1345115,1373760,1400462,1425747,1450003,1473396,1495840,1517160,1537099,1555532,1572394,1587939,1602674,1617205,1631874,1646548,1660879,1674695,1687793,1699959,1731401,1763528,1795618,1826708,1856149
THA,764,Thailand,5337908,5483564,5639448,5803279,5971817,6142964,6315686,6491244,6672640,6864083,7068445,7284374,7510033,7746848,7996564,8258874,8538341,8830809,9117142,9372035,9579446,9727173,9824891,9904847,10012109,10176758,10411681,10701043,11011011,11293015,11512083,11655360,11735611,11766438,11770348,11764210,11751201,11726586,11690203,11640089,11574973,11496003,11405405,11304072,11192992,11073231,10945548,10810950,10671059,10527705,10382330,10236058,10089266,9941712,9792740,9642068,9489715,9336536,9184030,9034081,8887941,8771669,8658289,8546634,8434948,8321923
MKD,807,The former Yugoslav Republic of Macedonia,279833,284867,288957,292540,296275,300616,305733,311398,317202,322547,327017,330424,333574,336208,338858,341889,345525,349599,353621,356883,358921,359468,358817,357761,357418,358327,360926,364905,369615,374094,377638,380037,381503,382267,382723,383154,383593,383928,384121,384110,383838,383310,382538,381477,380082,378320,376182,373675,370798,367552,363930,359925,355532,350748,345559,339962,333952,327536,320720,313523,305968,301688,297198,292542,287775,282942
TLS,626,Timor-Leste,99164,101799,104761,107542,109456,110070,109102,106850,104162,102225,101871,103436,106618,110833,115197,119069,122117,124520,126732,129440,133049,137994,143875,149261,152203,151444,146228,137353,127012,118296,113385,113140,116774,122792,126223,127843,127395,125548,122856,120097,117324,115003,112938,111182,109791,108840,108428,108585,109224,110198,111399,112774,114374,116304,118723,121744,125435,129767,134625,139840,145287,150297,155069,159667,164202,168749
TGO,768,Togo,374974,383707,390756,396542,401773,407015,412235,417424,423212,430375,439424,450618,463725,478141,492997,507658,521995,536169,550211,564242,578355,592503,606682,621132,636150,651957,668619,686077,704250,722854,741950,761523,781576,802048,822867,843973,865335,886926,908700,930608,952605,974675,996794,1018902,1040925,1062807,1084514,1106049,1127430,1148692,1169858,1190916,1211856,1232721,1253562,1274411,1295255,1316072,1336878,1357693,1378522,1411654,1445487,1479981,1515076,1550717
TON,776,Tonga,9849,9948,10041,10140,10259,10411,10603,10802,11003,11163,11254,11263,11205,11112,11026,10983,10990,11038,11111,11192,11263,11330,11398,11459,11500,11520,11505,11464,11428,11442,11535,11718,11978,12273,12554,12781,12946,13060,13123,13146,13135,13088,13004,12910,12834,12798,12811,12871,12958,13055,13144,13220,13290,13362,13447,13555,13686,13839,14008,14185,14367,14573,14781,14994,15220,15464
TTO,780,Trinidad and Tobago,110137,112005,114385,117188,120276,123539,126939,130484,134159,137957,141857,145858,149905,153886,157652,161099,164175,166907,168319,169621,170898,172187,173463,174693,175812,176781,177554,178160,178718,179395,180298,181526,183000,184614,186219,187701,189055,190286,191305,192017,192369,192315,191903,191278,190642,190132,189795,189573,189361,189003,188381,187449,186240,184806,183238,181600,179946,178248,176393,174217,171621,168265,164510,160556,156682,153095
TUN,788,Tunisia,698893,713349,729612,747556,766931,787572,801128,815415,830426,846172,862669,879843,897711,916476,936424,957745,980454,1004417,1029521,1055608,1082524,1110241,1138633,1167304,1195719,1223145,1250126,1276613,1302352,1327050,1350485,1372371,1392731,1412043,1431015,1450121,1469508,1488913,1507936,1526018,1542781,1558184,1572366,1585368,1597270,1608149,1617870,1626417,1634101,1641344,1648354,1655304,1661859,1667091,1669761,1668998,1664589,1656859,1646190,1633210,1618518,1603830,1587490,1570190,1552773,1535907
TUR,792,Turkey,5773460,5916480,6066026,6219276,6372999,6525434,6675430,6824438,6976598,7137432,7310552,7497559,7696660,7903793,8113106,8320376,8523911,8724935,8925648,9129488,9338736,9553076,9770891,9991567,10214319,10438215,10663370,10888704,11110677,11324717,11527479,11717595,11895688,12062986,12221724,12373751,12519028,12657347,12790171,12907228,13018754,13125184,13225544,13317358,13397246,13462637,13512549,13547210,13566802,13572034,13563484,13541234,13505059,13454965,13390954,13313195,13222099,13118252,13002291,12874918,12736902,12729221,12715547,12697757,12678171,12658514
TKM,795,Turkmenistan,305085,312745,321123,330214,340004,350496,361617,373384,385965,399589,412481,426515,441546,457008,472163,486558,499894,512500,525314,539604,556179,575308,596489,618801,640949,661970,681651,700152,717364,733257,747865,760789,772330,783039,793651,804688,816283,828307,840672,853220,865833,878500,891229,903955,916611,929127,941543,953767,965422,976005,985140,992632,998557,1003143,1006741,1009592,1011692,1012908,1013189,1012460,1010655,1014766,1018147,1020592,1021828,1021690
TCA,796,Turks and Caicos Islands,527,536,557,583,611,632,646,653,662,679,713,763,831,907,987,1064,1136,1205,1280,1371,1486,1630,1800,1980,2156,2314,2445,2556,2671,2817,3014,3272,3577,3904,4213,4479,4693,4863,4996,5106,5202,5287,5357,5413,5457,5491,5515,5531,5541,5546,5547,5545,5542,5535,5526,5515,5501,5486,5470,5452,5434,5412,5388,5366,5346,5333
TUV,798,Tuvalu,885,889,893,897,905,917,931,950,972,996,1035,1079,1122,1168,1211,1254,1293,1329,1361,1388,1409,1424,1432,1439,1447,1462,1484,1514,1544,1573,1591,1597,1594,1585,1578,1575,1580,1589,1599,1610,1615,1617,1614,1612,1609,1610,1614,1618,1628,1637,1647,1658,1668,1680,1693,1707,1722,1738,1752,1764,1773,1801,1829,1852,1873,1888
UGA,800,Uganda,1404534,1442148,1478969,1515942,1554405,1595363,1639352,1686257,1735683,1786947,1839677,1893453,1948799,2007397,2071508,2142584,2221434,2307113,2397161,2479494,2559573,2636847,2712094,2785822,2858980,2932446,3006263,3080740,3157414,3238243,3324766,3417749,3517295,3623429,3735872,3854460,3979255,4110573,4248734,4394136,4547011,4707603,4877097,5051295,5228814,5408573,5589963,5772946,5957704,6144652,6333969,6525307,6718064,6911781,7105940,7300057,7493604,7686026,7876684,8064984,8250264,8543403,8843730,9151164,9465618,9786960
UKR,804,Ukraine,8994811,9044516,9080684,9103242,9113525,9113296,9099026,9071481,9041930,9025603,9032285,9070043,9133168,9201094,9244877,9245228,9191928,9095303,8981508,8887866,8752187,8672278,8636242,8624543,8609152,8570169,8503538,8415523,8309358,8191191,8065878,7932151,7789300,7643407,7502263,7371052,7252866,7145458,7036252,6926197,6809512,6684536,6554496,6424395,6301108,6189160,6090263,6002206,5920759,5839769,5754810,5664278,5569652,5473168,5378294,5287358,5200248,5115613,5033263,4953103,4875155,4778740,4683957,4589274,4492407,4392180
ARE,784,United Arab Emirates,33711,37618,42375,48219,55427,64176,73777,84577,96287,108546,121066,133935,147114,160092,172227,183151,192557,200776,208797,217919,228968,242491,258057,274371,289700,303062,315158,327146,339242,351673,365192,377645,390522,411932,452065,516514,607745,719783,839780,951558,1044818,1117243,1173427,1218691,1260292,1302837,1346551,1389154,1429384,1465419,1495929,1520691,1540000,1553724,1561856,1564458,1561740,1553939,1541273,1524013,1502636,1486649,1467715,1447658,1428768,1412821
GBR,826,United Kingdom,9053776,9061813,8982286,8898706,8821735,8758921,8711758,8677901,8656159,8644134,8639742,8642061,8650695,8664543,8682541,8703465,8726684,8750526,8771647,8786098,8790994,8786523,8773005,8748129,8709061,8654415,8582239,8494960,8400719,8310339,8231168,8165510,8110355,8061087,8010902,7954765,7891964,7823508,7748339,7665655,7557703,7450014,7343230,7238914,7139160,7045810,6959532,6880954,6811890,6754358,6709900,6678794,6661050,6657532,6669043,6695820,6738556,6796219,6865132,6940458,7018646,7026210,7028107,7025482,7020358,7014394
TZA,834,United Republic of Tanzania,2104529,2168248,2234702,2303498,2374063,2446032,2519292,2594159,2671244,2751379,2835190,2923062,3014947,3110535,3209309,3310982,3414895,3521359,3632157,3736395,3847894,3967723,4094392,4223592,4349512,4468189,4578397,4681867,4781334,4880858,4983611,5090439,5201217,5317016,5438849,5567591,5703752,5847775,6000269,6161793,6332620,6512904,6700320,6893107,7088859,7285755,7483001,7680767,7879356,8079433,8281340,8484560,8688465,8893031,9098367,9304451,9510915,9717032,9922109,10125409,10326418,10651915,10985997,11328247,11678110,12035192
USA,840,United States of America,33071320,33340353,33617916,33924237,34286729,34722476,35236006,35814256,36434842,37067210,37688096,38290020,38873675,39434173,39968193,40472459,40943841,41378463,41771844,42119154,42417052,42662264,42855538,43002381,43110686,43185843,43229421,43239336,43213100,43147297,43040356,42893884,42711209,42495155,42249351,41977871,41684164,41372522,41026147,40694223,40382868,40094153,39831546,39603793,39421326,39291449,39218297,39200025,39230483,39300015,39400861,39530682,39689995,39876954,40090319,40328564,40591060,40875404,41176813,41489280,41808212,41973952,42121795,42256448,42384959,42512578
VIR,850,United States Virgin Islands,9915,10250,10503,10711,10918,11154,11421,11701,11966,12185,12339,12427,12457,12435,12360,12240,12073,11867,11640,11414,11199,11038,10900,10771,10634,10480,10307,10122,9934,9757,9596,9452,9323,9203,9090,8980,8875,8774,8676,8573,8466,8350,8227,8104,7985,7875,7778,7691,7619,7564,7527,7511,7517,7540,7582,7640,7714,7806,7917,8048,8200,8175,8158,8154,8169,8205
URY,858,Uruguay,428959,427733,424864,421224,418031,416174,414422,414060,414690,415690,416604,417360,418117,418939,419945,421219,422749,424478,426407,428529,430827,433253,435764,438355,441033,443766,446596,449431,451959,453787,454661,454471,453363,451658,449801,448124,446714,445506,444473,443539,442650,441802,440949,440309,439917,439785,439931,440316,440835,441340,441721,441962,442084,442072,441922,441643,441186,440578,440001,439691,439824,439744,439952,440280,440477,440357
UZB,860,Uzbekistan,1681520,1729620,1781075,1836046,1894770,1957407,2023708,2093532,2167232,2245302,2335108,2430499,2530866,2633814,2736140,2835741,2931316,3023998,3117137,3215555,3322685,3439289,3564023,3695580,3831786,3970664,4112601,4255416,4395286,4527167,4647690,4754680,4849622,4937309,5024719,5116827,5214864,5317021,5421546,5525586,5626834,5724876,5819717,5909982,5994088,6070835,6139909,6201161,6253707,6296545,6328973,6350126,6360313,6361133,6354774,6342460,6323950,6298049,6264037,6221134,6168914,6194025,6215768,6232648,6242661,6244478
VUT,548,Vanuatu,11622,11989,12378,12788,13211,13649,14099,14564,15040,15532,16041,16564,17101,17654,18224,18811,19413,20031,20669,21336,22024,22748,23503,24257,24971,25620,26189,26697,27191,27737,28385,29144,30002,30937,31922,32930,33964,35020,36070,37081,38028,38899,39699,40466,41240,42054,42915,43812,44721,45617,46475,47287,48059,48804,49545,50288,51034,51767,52466,53106,53667,54705,55713,56682,57597,58453
VEN,862,Venezuela (Bolivarian Republic of),1295646,1350097,1406110,1466616,1530685,1597522,1667041,1739088,1812734,1886846,1960610,2033480,2105554,2177461,2250190,2324385,2400164,2477083,2554554,2631778,2708166,2783558,2858065,2931714,3004611,3076827,3148301,3218978,3288961,3358390,3427360,3495738,3562910,3629741,3696523,3763395,3830574,3897788,3964087,4028189,4089221,4146876,4201553,4253951,4305103,4355804,4406094,4455866,4505573,4555751,4606714,4658811,4711774,4764512,4815478,4863539,4908198,4949734,4988739,5026197,5062835,5096877,5129101,5159021,5185918,5209350
VNM,704,Viet Nam,5575768,5699067,5836294,5985581,6144056,6309846,6482308,6662761,6853647,7058390,7279455,7517394,7771445,8041119,8325460,8623540,8934875,9258956,9594663,9940662,10297413,10662736,11035478,11415133,11801392,12193283,12590397,12990156,13386692,13772479,14141754,14492104,14823854,15137490,15434728,15717243,15983238,16232748,16471648,16707931,16938907,17167584,17390770,17601152,17788590,17945758,18071659,18168131,18233951,18267799,18268632,18234328,18165425,18066577,17944578,17804349,17647269,17471927,17277190,17060945,16821779,16714994,16596049,16464198,16318370,16158095
WLF,876,Wallis and Futuna Islands,977,965,949,932,922,927,947,979,1021,1068,1115,1162,1208,1252,1290,1321,1343,1358,1372,1390,1417,1454,1499,1548,1597,1643,1684,1723,1758,1788,1816,1842,1862,1879,1892,1899,1900,1897,1889,1877,1864,1847,1830,1812,1792,1772,1750,1730,1711,1691,1675,1661,1649,1639,1630,1620,1608,1597,1586,1580,1582,1591,1607,1627,1647,1662
ESH,732,Western Sahara,13681,13149,12111,11071,10709,11469,13542,16678,20338,23776,26474,28283,29396,30059,30639,31397,32382,33504,34721,35956,37162,38369,39627,40920,42220,43532,44790,46051,47572,49688,52608,56434,61009,65962,70787,75134,78886,82152,85069,87861,90682,93525,96319,99065,101764,104397,106996,109520,111803,113625,114843,115407,115392,114954,114305,113602,112883,112124,111318,110450,109510,109248,108957,108655,108359,108084
YEM,887,Yemen,1036923,1045231,1051604,1057871,1066514,1079354,1097118,1119463,1145813,1175137,1206669,1240826,1278022,1317486,1358192,1399684,1440771,1482302,1528248,1584004,1653038,1737625,1822309,1913192,2001072,2079343,2145170,2200803,2250917,2302762,2361708,2429175,2503537,2583586,2665896,2749451,2834174,2920792,3009364,3100036,3192853,3287619,3384106,3482286,3582174,3683683,3786422,3889968,3994052,4098387,4202482,4306174,4408698,4508219,4602448,4689644,4769116,4840917,4904905,4961208,5009984,5114277,5212232,5304860,5393590,5479448
ZMB,894,Zambia,681097,698373,716737,735920,755544,775364,795213,815260,836003,858126,882069,907948,935468,964136,993264,1022314,1051263,1080138,1108566,1136100,1162497,1187428,1211121,1234569,1259131,1285722,1314945,1346408,1378862,1410530,1440274,1467784,1493870,1519903,1547776,1578910,1613649,1651801,1693204,1737986,1786118,1837696,1892596,1950253,2009903,2070924,2133069,2196241,2260157,2324580,2389341,2454402,2519693,2585028,2650175,2715034,2779480,2843756,2908503,2974543,3042453,3141940,3245393,3352826,3464153,3579304
ZWE,716,Zimbabwe,724569,747881,773950,801801,830020,857729,884395,910744,938654,970734,1008792,1053221,1103223,1153945,1207545,1262759,1319483,1377364,1434579,1488880,1538664,1582713,1621283,1656032,1689475,1723227,1758357,1793797,1826564,1852563,1869222,1876607,1876823,1872028,1865204,1859199,1853525,1849560,1854070,1875554,1919475,1986907,2074916,2176251,2280713,2380607,2473982,2561783,2642866,2716685,2782960,2840685,2889796,2932187,2970528,3006739,3041349,3073884,3104020,3131119,3154783,3199645,3241818,3281954,3320902,3359321
