Country letter code,ISO code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
LUX,442,Luxembourg,56333,56433,56570,56751,56988,57287,57498,57708,57927,58174,58445,58447,58493,58595,58749,58950,59138,59389,59708,60100,60559,61010,61565,62184,62816,63422,63878,64341,64780,65167,65482,65528,65469,65390,65400,65560,66034,66739,67634,68650,69715,70411,71168,72005,72865,73697,73644,73510,73379,73365,73544,73645,73937,74400,74999,75711,76309,76992,77740,78513,79283,79363,79360,79331,79369,79534
MDG,450,Madagascar,929915,955600,983142,1012558,1044019,1077549,1109833,1144940,1182433,1222044,1263766,1301892,1344055,1389569,1437107,1485991,1537886,1588524,1640267,1696693,1759325,1815742,1881206,1953051,2027112,2101350,2176330,2252173,2328991,2408006,2489721,2567201,2648342,2733129,2821352,2913293,3009036,3108325,3211891,3319143,3429180,3540086,3653038,3767533,3882799,3998152,4111513,4225062,4337447,4447169,4553255,4654674,4752950,4847342,4937161,5022021,5101940,5176041,5245473,5312174,5377063,5531226,5690750,5854037,6018526,6182539
MWI,454,Malawi,798831,814006,831011,849720,869976,891768,912426,935771,960953,987056,1013740,1034723,1056537,1083023,1119100,1167483,1243962,1335822,1428324,1514272,1585520,1588789,1576298,1556473,1539591,1532599,1544804,1567825,1598714,1633910,1670889,1701040,1734079,1770630,1811183,1856164,1908591,1964346,2023741,2087492,2155821,2229568,2308879,2392314,2477739,2563500,2652841,2739710,2824989,2910263,2996030,3079394,3162846,3245731,3326981,3406094,3484705,3560654,3633722,3704032,3771486,3894240,4019293,4146100,4273816,4401960
MYS,458,Malaysia,1517968,1570078,1620087,1669504,1721120,1776442,1831472,1891089,1955227,2021846,2088937,2158394,2226915,2293608,2359553,2426474,2503787,2583513,2666226,2751266,2837601,2929051,3020961,3112909,3204757,3296441,3387900,3480788,3575035,3670360,3766448,3834886,3907101,3983590,4065048,4151274,4218477,4292105,4368982,4445197,4518930,4614946,4701339,4782988,4865674,4951547,5027085,5105854,5185961,5264712,5340997,5416129,5489057,5558280,5622708,5681118,5735383,5782953,5820604,5843431,5848579,5864265,5863474,5850652,5832541,5813502
MDV,462,Maldives,19320,19641,20001,20404,20858,21373,21909,22542,23122,23739,24370,25032,25679,26333,27030,27782,28416,29159,29975,30821,31689,32624,33614,34665,35791,37001,38304,39626,40996,42445,43985,45785,47664,49604,51571,53535,55406,57275,59129,60961,62883,64719,66531,68264,69876,71335,72638,73815,74853,75737,76463,77104,77565,77875,78070,78170,78206,78132,77932,77575,77036,77035,76902,76661,76334,75942
MLI,466,Mali,1086439,1097646,1112606,1130355,1150030,1171178,1184330,1201046,1220068,1241464,1265353,1284346,1306644,1331118,1356614,1382564,1394782,1407965,1423046,1441229,1463570,1496400,1534639,1577548,1624415,1674694,1722234,1774417,1830525,1889694,1951649,2013682,2079454,2149143,2223185,2301619,2375347,2454253,2537116,2622843,2710938,2789074,2871097,2953641,3037274,3122316,3211310,3301670,3393292,3486114,3579671,3670720,3761305,3851025,3939492,4026140,4107503,4186189,4260505,4328638,4388926,4542725,4702131,4866721,5036215,5210464
MLT,470,Malta,39591,40437,41137,41751,42375,43056,43781,44620,45526,46441,47338,48126,48985,49838,50582,51155,51872,52323,52655,53090,53741,54349,55197,56109,56793,57078,57200,56936,56427,55928,55598,55102,54824,54686,54576,54424,54603,54728,54779,54757,54661,54538,54322,54083,53898,53816,53749,53775,53860,53954,54031,54089,54143,54135,53980,53616,53051,52262,51366,50551,49940,49745,49741,49866,50008,50088
MHL,584,Marshall Islands,2311,2416,2537,2666,2801,2935,3068,3202,3343,3491,3648,3831,4023,4226,4446,4681,4919,5178,5444,5699,5938,6157,6353,6528,6694,6856,7002,7137,7280,7451,7744,8004,8287,8558,8780,8942,9113,9263,9367,9415,9401,9192,8962,8715,8473,8245,8115,8011,7926,7853,7783,7790,7794,7801,7821,7862,7959,8075,8194,8291,8355,8577,8782,8972,9161,9358
MTQ,474,Martinique,30490,30115,29676,29157,28569,27928,28249,28628,29098,29670,30307,30676,31125,31575,31971,32293,32742,33167,33546,33882,34202,34610,34913,35087,35148,35141,35481,35852,36198,36462,36650,36642,36556,36403,36177,35857,35624,35356,35042,34687,34317,33857,33273,32587,31831,31024,30405,29832,29319,28895,28581,28426,28421,28543,28760,29056,29508,30023,30623,31352,32224,32437,32739,33064,33306,33391
MRT,478,Mauritania,164746,168792,173174,177881,182891,188193,193297,198781,204208,209929,215930,221730,227887,234328,240975,247781,254174,260731,267522,274659,282217,290255,298842,307920,317406,327260,337755,348675,360069,372026,384575,397658,411439,425663,439991,454198,466687,479008,491303,503797,516649,529549,542747,556038,569328,582564,595634,608677,621669,634582,647391,659945,672400,684733,696939,709010,720791,732492,744088,755569,766930,785289,803975,822920,842051,861319
MUS,480,Mauritius,113445,117660,121738,125549,129478,133478,136846,140385,143915,147217,150218,153287,156061,158649,161189,163734,166250,168788,171347,173903,176460,180022,183506,186904,190283,193645,197013,200730,204495,207805,210353,211953,212463,212238,211808,211418,210465,209705,209007,208102,206885,206557,205971,205260,204703,204430,204357,204497,204777,205061,205252,205396,205540,205501,205041,204032,202685,200749,198420,196013,193714,192685,191769,190874,189831,188532
MYT,175,Mayotte,3520,3673,3838,4010,4187,4370,4562,4762,4983,5233,5518,5813,6156,6541,6962,7417,7899,8421,8988,9610,10294,10982,11757,12589,13432,14260,15094,15861,16600,17375,18221,19144,20174,21288,22432,23575,24604,25591,26427,27250,28072,28820,29577,30332,31066,31781,32636,33465,34287,35134,36015,36890,37797,38729,39666,40603,41547,42496,43449,44409,45378,46514,47667,48828,49986,51137
MEX,484,Mexico,6953439,7139675,7326908,7517108,7716425,7928243,8129704,8356696,8598526,8840422,9077013,9354612,9617376,9877272,10152208,10450200,10787215,11141313,11510134,11887708,12270470,12668143,13076677,13489639,13901279,14307212,14699652,15083188,15448983,15786281,16089548,16375046,16623019,16846576,17064121,17288688,17569537,17861263,18158518,18451653,18732042,18996696,19244725,19476657,19694352,19899011,20089295,20270082,20436442,20582188,20704701,20820643,20913576,20987240,21047972,21099587,21152706,21196055,21230997,21258125,21277725,21375513,21463206,21539644,21603962,21655843
FSM,583,Micronesia (Fed. States of),6732,6677,6550,6386,6231,6116,6359,6682,7058,7454,7846,8192,8525,8857,9211,9595,9934,10297,10675,11057,11433,11858,12251,12602,12905,13119,13384,13580,13713,13800,13862,13696,13529,13347,13142,12909,12767,12602,12421,12239,12066,12075,12109,12168,12244,12334,12529,12738,12960,13199,13453,13771,14104,14439,14770,15091,15454,15809,16137,16414,16625,16849,17002,17102,17181,17258
MNG,496,Mongolia,160230,163350,166583,170049,173948,178347,182420,187204,192670,198727,205364,212547,220246,228546,237576,247349,257263,267872,278909,290100,301208,310254,319743,329350,338804,348192,359318,368007,376343,384979,394173,403056,412530,422479,432493,442275,451889,461027,469615,477730,485357,490623,495589,499908,503265,505548,506750,507407,507233,505934,503479,501454,497972,493744,489599,485910,482225,478882,475938,473389,471200,472556,474519,476622,478198,478859
MNE,499,Montenegro,86445,87903,89735,91795,93892,95872,97317,98636,99861,101033,102199,103882,104856,105669,106202,106363,105323,103886,102243,100641,99291,99371,99668,100087,100453,100617,100473,100102,99513,98726,97765,96680,95495,94239,93010,91888,91369,90929,90542,90107,89529,88664,87752,86819,85969,85223,84668,84184,83739,83275,82751,82173,81540,80858,80141,79393,78658,77904,77101,76239,75297,74604,73812,72979,72201,71532
MSR,500,Montserrat,891,900,916,937,958,977,1001,1020,1038,1053,1067,1069,1069,1066,1061,1054,1043,1031,1020,1013,1011,1019,1032,1035,1018,974,884,770,649,541,461,417,411,416,427,435,430,426,421,417,412,412,410,407,403,399,394,386,379,375,373,376,382,391,401,410,418,426,435,444,455,453,451,450,449,450
MAR,504,Morocco,2513269,2555803,2582916,2612772,2645786,2682303,2729597,2781452,2837480,2897369,2960709,3025026,3092961,3162684,3232956,3303444,3370572,3441618,3514606,3587063,3658272,3742551,3819862,3893656,3969458,4049384,4130681,4218507,4307273,4388683,4458502,4529627,4588602,4637349,4679320,4716252,4754179,4785844,4812746,4836524,4857949,4879748,4893917,4907276,4918012,4925738,4932003,4939431,4946778,4952654,4956719,4969610,4978718,4985797,4992974,5000574,5008209,5016142,5022722,5025235,5022426,5024533,5019793,5010305,4999747,4990411
MOZ,508,Mozambique,1646742,1675671,1708115,1744473,1785281,1830749,1878364,1931251,1987625,2045649,2103885,2132068,2161588,2189655,2213124,2231100,2212686,2189317,2169435,2162786,2175052,2266014,2375694,2495800,2616123,2729530,2797957,2863604,2928426,2994977,3065196,3126812,3193247,3263422,3336477,3411915,3477169,3546047,3619060,3696908,3780197,3865630,3954549,4046585,4141380,4238518,4328935,4421676,4516499,4613097,4711239,4806184,4901807,4997800,5093845,5189636,5281013,5372212,5462693,5551892,5639570,5821655,6008171,6199214,6395140,6596080
MMR,104,Myanmar,3965717,4051361,4151030,4261235,4360885,4462895,4563937,4667791,4775890,4890626,5012991,5134296,5262567,5397125,5537913,5684979,5824830,5975009,6131189,6287565,6441176,6591272,6731295,6867455,7008665,7159007,7321896,7492982,7664450,7824312,7964746,8070320,8155229,8221450,8274822,8320280,8362417,8398335,8427131,8447908,8461844,8499805,8536818,8573967,8611677,8647098,8697141,8744700,8790823,8836755,8882634,8920755,8961772,9001951,9036809,9064351,9090140,9109988,9124090,9133479,9138508,9177649,9211108,9239274,9262671,9281621
NAM,516,Namibia,101601,103158,104839,106568,108269,109889,110500,111077,111625,112175,112796,113855,115059,116581,118631,121319,126793,133090,139945,146988,153918,158805,163434,167930,172495,177259,181700,186426,191128,195409,199034,200078,200324,200111,199849,199802,200692,201671,202785,204023,205358,207504,209736,211993,214519,217579,220675,224557,229097,234127,239608,245862,252539,259781,267787,276660,286217,296645,308016,320364,333737,340101,346507,352918,359291,365589
NRU,520,Nauru,927,957,984,1011,1039,1067,1092,1120,1148,1179,1211,1247,1285,1326,1369,1413,1459,1507,1553,1600,1646,1692,1736,1774,1806,1829,1840,1842,1839,1834,1826,1825,1821,1816,1810,1799,1784,1766,1738,1711,1687,1665,1648,1631,1615,1598,1583,1567,1552,1536,1522,1508,1495,1479,1466,1452,1439,1427,1414,1402,1389,1386,1382,1378,1374,1371
NPL,524,Nepal,2422399,2463418,2502082,2543604,2587252,2632730,2671429,2712982,2757499,2805550,2857492,2904977,2957845,3015231,3076205,3140336,3201325,3266994,3336464,3408929,3483947,3547690,3614071,3685237,3764215,3852622,3954286,4067268,4185874,4302997,4414403,4493261,4562756,4626452,4690222,4759025,4850081,4945091,5044242,5147883,5255942,5379440,5508250,5639073,5766967,5885117,6016812,6134511,6240091,6338155,6430619,6512020,6591599,6663366,6719568,6756657,6789290,6803032,6797966,6775913,6737216,6790446,6834257,6868597,6892994,6907276
NLD,528,Netherlands,2104209,2125311,2145204,2164422,2184066,2204969,2229578,2254381,2279873,2306082,2332565,2358026,2382361,2406459,2431526,2458079,2484176,2512076,2540289,2566935,2590770,2613998,2635400,2652539,2662305,2662983,2654492,2636969,2613660,2589154,2566228,2545223,2524999,2505058,2484375,2462279,2430994,2399135,2366554,2332771,2297644,2264737,2227995,2191165,2155023,2120073,2085159,2051407,2019901,1991959,1968349,1948324,1932602,1920840,1912562,1907383,1905583,1906655,1909770,1913681,1917466,1919662,1920341,1919647,1917823,1914972
NLD,530,Netherlands Antilles,16261,16595,17002,17457,17906,18312,18851,19332,19777,20235,20747,21372,21818,22286,22750,23177,23564,23911,24201,24414,24543,24614,24605,24481,24210,23780,23373,22844,22210,21521,20817,20210,19620,19122,18759,18542,18662,18938,19300,19655,19938,20075,20182,20270,20370,20502,20520,20574,20661,20775,20915,21109,21330,21587,21904,22291,22745,23271,23856,24463,25071,25173,25248,25304,25358,25420
NCL,540,New Caledonia,8440,8795,9206,9660,10142,10633,10939,11276,11623,11963,12288,12592,12872,13143,13435,13756,14061,14405,14786,15190,15614,16108,16635,17199,17805,18447,18994,19127,19254,19349,19404,19438,19436,19396,19315,19235,19176,19099,19014,18936,18869,18812,18801,18838,18926,19070,19247,19490,19793,20143,20537,20966,21437,21968,22586,23305,24104,25004,26004,27099,28287,28576,28871,29163,29437,29685
NZL,554,New Zealand,349053,357213,366291,375761,385093,393984,399938,405360,410407,415539,421337,431042,441584,452600,463655,474343,483574,491907,500270,509062,518489,529828,542150,554411,565310,574081,580844,585247,588121,590754,594030,599680,606390,613782,620886,626800,629110,630295,630855,631216,631417,628779,625261,621091,616820,613059,612223,612525,613413,614052,613931,613295,611687,609888,609033,609732,611719,615244,619648,623906,627420,631932,635713,638954,642028,645114
NIC,558,Nicaragua,306668,315080,323761,333165,343206,353846,364411,375804,387743,399909,412136,424292,436419,448599,461033,473861,486956,500569,514702,529326,544466,561436,578851,596817,615563,635146,655619,676702,697949,718671,738441,757739,775963,793325,810179,826747,844473,861617,877995,893724,908847,924085,938958,953168,966311,978209,990679,1001905,1011927,1020862,1028726,1036268,1042791,1048293,1052756,1056193,1059638,1062161,1063740,1064342,1063953,1067186,1069386,1070596,1070915,1070437
NER,562,Niger,919606,939150,960614,984118,1009938,1038241,1061426,1088341,1118042,1149886,1183512,1211033,1241987,1275816,1312227,1351271,1385299,1423186,1464655,1509535,1557768,1600067,1647368,1698827,1753632,1811414,1861286,1915951,1974821,2037721,2104728,2165446,2232723,2305306,2381980,2462362,2538808,2620778,2708674,2803186,2904632,3005834,3115364,3229050,3346577,3467508,3587139,3710871,3837852,3967106,4097784,4225708,4354389,4482850,4610261,4735582,4853440,4967761,5076863,5179098,5272659,5504438,5748059,6003600,6271218,6550989
NGA,566,Nigeria,9987178,10176075,10376662,10593341,10832544,11097261,11361372,11661127,11985394,12320729,12659462,12931754,13211445,13501635,13808602,14137484,14465970,14824682,15211047,15621808,16055259,16411950,16792270,17196022,17623204,18073086,18494058,18941921,19413508,19904916,20413090,20879343,21369458,21879578,22406813,22949648,23453343,23984376,24537308,25106718,25690322,26261053,26848827,27455828,28064096,28680677,29259606,29853603,30454481,31050802,31636034,32198846,32746265,33279872,33803660,34317371,34783848,35241166,35684400,36107741,36507585,37512105,38550941,39621896,40724364,41857658
NOR,578,Norway,578753,577606,576975,576845,577266,578359,580882,584117,587998,592392,597161,602979,608677,614475,620619,627119,633380,639937,646426,652385,657546,661941,665810,668759,670352,670387,669044,666332,662681,658746,654965,651262,647741,644553,641698,639131,637608,636560,636119,636476,637631,638082,639380,642050,645352,648714,649379,649478,649313,649376,649915,649228,648720,648701,649555,651548,654682,658918,664002,669474,674990,678178,680929,683300,685341,687081
OMN,512,Oman,113544,116826,120424,124359,128618,133182,138608,144285,150314,156823,163806,170606,178047,185749,193285,200457,205948,211216,216362,221544,226906,233364,240091,247315,252035,257768,262662,269216,277247,286619,297220,305006,313758,322504,330019,335680,344444,351010,357402,366452,379921,395572,417897,444489,471814,497323,511285,521397,528917,535652,542756,550828,558998,566715,572877,576740,578320,577280,574556,571492,568919,568550,568482,568675,568883,569037
PAK,586,Pakistan,9307712,9519706,9744543,9985392,10245591,10527829,10836922,11174400,11540839,11936892,12361738,12798641,13210044,13645738,14095788,14552953,14967743,15384044,15801502,16223284,16651624,17021666,17409822,17813828,18230909,18663057,19139150,19627176,20132699,20666952,21233996,21801455,22409738,23047046,23690769,24327773,24989184,25623645,26245509,26879672,27535967,28144133,28792796,29455187,30104444,30729260,31349898,31956151,32543211,33111169,33658222,34189163,34691851,35166963,35613417,36028485,36410338,36754737,37062710,37336443,37575494,38195962,38814093,39423412,40014643,40581863
PLW,585,Palau,1266,1288,1307,1322,1332,1338,1327,1313,1301,1293,1295,1364,1444,1531,1613,1686,1730,1765,1796,1831,1877,1967,2074,2187,2302,2410,2494,2581,2670,2755,2830,2836,2826,2803,2775,2751,2678,2618,2569,2536,2516,2513,2521,2539,2562,2588,2638,2687,2735,2786,2840,2892,2947,3005,3069,3138,3209,3284,3361,3433,3499,3543,3578,3603,3617,3617
PAN,591,Panama,200230,206033,212105,218462,225144,232172,239452,247127,255118,263319,271672,280238,288899,297682,306634,315769,325283,334903,344640,354516,364531,374677,385090,395647,406153,416491,427099,437370,447375,457288,467175,476407,485873,495352,504499,513159,522100,530352,538138,545792,553428,560456,567501,574446,581098,587372,593470,599359,604966,610229,615098,619678,623835,627684,631365,634947,638299,641559,644725,647787,650741,655707,660569,665271,669739,673918
PNG,598,Papua New Guinea,381320,391035,401040,411433,422546,434548,445096,457515,471231,485408,499707,514654,529242,543903,559417,576107,591919,609128,627657,647187,667594,689170,711358,734164,757710,781924,805272,829421,854051,878790,903473,926870,950816,975073,999423,1023816,1048653,1072870,1096838,1121038,1145654,1169246,1193307,1217726,1242284,1266849,1291251,1315574,1339414,1362258,1383731,1402839,1420703,1437534,1453724,1469494,1484241,1498609,1512252,1524751,1535834,1565059,1594297,1623622,1653206,1683112
PRY,600,Paraguay,279535,287717,296405,305773,315181,324504,335873,346829,357821,369515,382226,396107,411350,427563,444135,460730,477584,494770,512163,529749,547531,565267,582973,600728,618596,636587,654476,672274,690125,708277,726897,745750,765405,785439,805180,823962,842214,859113,875416,892181,909913,928271,947873,968209,988343,1007761,1027952,1047028,1065281,1083330,1101391,1119077,1136589,1153429,1168767,1182085,1194386,1204518,1212449,1218227,1221858,1232634,1241672,1249247,1255679,1261171
PER,604,Peru,1766736,1817420,1871841,1923876,1978636,2035853,2093996,2153864,2215905,2281085,2349814,2415205,2486203,2561238,2637947,2715176,2794257,2872016,2949670,3029485,3112275,3190278,3271588,3354476,3436413,3516142,3592588,3666152,3736365,3803137,3866736,3932562,3994032,4052925,4111378,4170423,4230858,4292940,4355632,4417132,4476401,4535389,4592143,4645521,4695881,4743003,4785542,4825712,4863279,4898141,4930638,4965982,4998238,5027643,5054260,5077758,5099428,5117945,5133901,5148215,5161566,5192457,5222396,5250337,5274683,5294417
PHL,608,Philippines,4612652,4769235,4936525,5114510,5303845,5504598,5714386,5934667,6164231,6401379,6644954,6876229,7115329,7360933,7611367,7865596,8122468,8381097,8642020,8907164,9177484,9444157,9716934,9994503,10275010,10557516,10846105,11132864,11416492,11694250,11962943,12223685,12474225,12711175,12936109,13156404,13425272,13682730,13939396,14205490,14482124,14706963,14960446,15224811,15481529,15722477,15963497,16192233,16410995,16624022,16832735,17044587,17250996,17449700,17636895,17809806,17972992,18120414,18253095,18373432,18482332,18729951,18976094,19218787,19455892,19685557
POL,616,Poland,5411383,5482638,5550860,5618289,5688535,5764028,5839964,5923463,6008745,6049598,6081378,6116065,6144348,6165126,6178017,6183271,6174297,6156790,6136345,6119744,6111059,6126921,6146909,6166514,6178931,6179147,6155381,6120534,6076261,6024699,5968173,5918100,5865152,5809501,5751962,5693210,5634949,5574448,5516934,5469341,5435097,5402743,5387517,5383934,5381995,5376378,5378346,5374322,5363130,5343919,5315179,5278464,5229524,5169518,5099963,5022198,4939967,4850172,4753938,4652902,4548766,4444296,4335170,4225246,4118973,4018828
PRT,620,Portugal,1483130,1493477,1506621,1521612,1537982,1555054,1570646,1587193,1603304,1617237,1628290,1644305,1642957,1639037,1633378,1626705,1619250,1610594,1602119,1595223,1590557,1592668,1597401,1603243,1608406,1611776,1613492,1614047,1613194,1610687,1606358,1602417,1596903,1590034,1582563,1575091,1562108,1548753,1533934,1515791,1492997,1467750,1436479,1403264,1370158,1338615,1310662,1284336,1258911,1233238,1206681,1180492,1153609,1126719,1100811,1076504,1054467,1033876,1014989,998121,983494,969478,957023,946019,936226,927440
PRI,630,Puerto Rico,351088,359176,368167,377879,388339,399569,408949,417468,424906,431012,435770,442082,447517,452319,456807,461201,468461,475704,482695,489069,494502,499132,502707,505152,506647,507391,509442,510960,511512,510730,508570,506764,504073,500433,496255,492114,489645,487230,484727,482153,479717,477780,476200,474645,472963,471258,470045,468959,467796,466468,465027,464178,463202,461946,460363,458522,457061,455356,453313,450969,448446,444469,440189,435550,430612,425494
QAT,634,Qatar,11125,11788,12524,13361,14329,15440,17182,19198,21499,24082,26929,29881,33026,36309,39705,43188,45980,48609,51188,53455,55301,57435,59075,60498,62130,64273,65243,66897,69138,71775,74668,78568,83191,88692,95399,103616,113738,126101,140538,156638,173812,189308,205875,222767,239129,254332,260869,265828,269940,274006,278568,279877,281488,283751,286917,291028,294211,297479,300474,302557,303385,303208,301785,299688,297770,296561
KOR,410,Republic of Korea,4584395,4648283,4716289,4791169,4874707,4966743,5064372,5174135,5292739,5414218,5534251,5666233,5791794,5915063,6041383,6170818,6277901,6396072,6519375,6636860,6742996,6859113,6949521,7024029,7097622,7175389,7218222,7275027,7335859,7386336,7421186,7446975,7445254,7415836,7369703,7320938,7342239,7350782,7342098,7313512,7265860,7171292,7079934,6987171,6889486,6787187,6688303,6586467,6482907,6379694,6277982,6182522,6087633,5995404,5908443,5828267,5760548,5699128,5640354,5578735,5511310,5434674,5349327,5260420,5176253,5101731
MDA,498,Republic of Moldova,633955,644450,652686,659460,666144,673478,679199,686061,693480,700665,707251,716555,725589,733568,740022,744874,749726,752281,753064,753274,753901,755385,758462,762196,765237,766956,767102,766476,766265,767287,769430,771566,774119,776824,779301,781276,779060,776095,772706,769340,766309,766431,766942,767037,766400,765282,764426,763391,761632,758547,753730,747697,739694,730179,719769,708760,697099,684621,671270,656987,641752,631387,620673,609101,595902,580698
REU,638,RŽunion,57835,59008,59903,60636,61364,61478,62123,62675,63188,63751,64422,66020,67777,69577,71275,72795,74185,75491,76769,78103,79534,81205,82953,84687,86301,87749,89249,90576,91683,92520,93055,93174,92892,92304,91565,90776,90335,89936,89595,89132,88454,87696,86747,85684,84612,83593,82635,81744,80988,80450,80182,80223,80588,81221,82034,82973,84154,85475,86958,88643,90548,90959,91428,91902,92309,92593
ROU,642,Romania,3910230,3930801,3964979,4003624,4034457,4053306,4086396,4101302,4074360,4045318,4018334,3978275,3943115,3911537,3878472,3842213,3816647,3782987,3747198,3720064,3706698,3685489,3682232,3687533,3686125,3670121,3660408,3630492,3586588,3538731,3491510,3442581,3395774,3347935,3294162,3233046,3176646,3109185,3035744,2964960,2901647,2860038,2826633,2798582,2762686,2711362,2656724,2588621,2511935,2436312,2367148,2304616,2248865,2197832,2147736,2096612,2047626,1998724,1951957,1910961,1877899,1850232,1829083,1811750,1793542,1771466
RUS,643,Russian Federation,23491395,23702178,23866544,23993695,24098545,24187493,24198830,24215739,24246749,24309137,24416477,24623270,24885074,25153198,25354782,25444384,25382614,25199148,24970542,24818010,24587632,24511836,24598449,24767204,24894865,24911495,24919371,24797017,24593728,24379943,24187156,23921697,23670239,23426057,23176314,22918848,22587788,22269717,21955359,21628034,21274254,20897638,20501764,20106528,19744936,19438127,19180902,18987683,18834629,18677589,18491593,18287608,18046606,17788302,17542533,17323890,17112882,16922346,16746343,16576227,16409318,16166495,15923264,15677529,15423160,15156146
RWA,646,Rwanda,564657,579035,594063,609736,626103,643232,658664,675281,692822,710990,729592,744421,759298,775544,794718,817239,846804,880278,910769,931612,940377,921179,890399,860031,843793,849474,870131,910598,958407,1002215,1036766,1071430,1098605,1122526,1147087,1174806,1207200,1241978,1277355,1311754,1344137,1369859,1395926,1422572,1449871,1478084,1510879,1543647,1576895,1611333,1647067,1681617,1718015,1756355,1796647,1839113,1885224,1933480,1983146,2033405,2083518,2127857,2170769,2212239,2252344,2291309
KNA,659,Saint Kitts and Nevis,2226,2215,2222,2239,2262,2288,2291,2295,2301,2309,2324,2417,2511,2597,2669,2729,2812,2896,2981,3068,3162,3289,3428,3574,3717,3848,4003,4152,4303,4467,4645,4837,5054,5281,5504,5711,5862,5987,6096,6201,6312,6417,6526,6638,6755,6874,6999,7126,7256,7381,7499,7612,7718,7818,7908,7990,8070,8142,8206,8261,8309,8305,8294,8279,8262,8243
LCA,662,Saint Lucia,11982,12101,12214,12344,12510,12714,12858,13009,13165,13329,13511,13960,14405,14831,15228,15595,16032,16450,16839,17195,17523,18064,18575,19062,19528,19971,20415,20861,21309,21763,22224,22705,23187,23677,24173,24672,25178,25600,25909,26091,26152,26323,26449,26512,26559,26595,26636,26671,26698,26720,26739,26785,26832,26877,26923,26970,27048,27130,27206,27255,27274,27243,27165,27056,26942,26842
VCT,670,Saint Vincent and the Grenadines,9926,10101,10284,10472,10665,10860,11144,11427,11707,11977,12235,12550,12841,13110,13351,13560,13729,13862,13954,14011,14042,14255,14452,14631,14789,14917,15053,15158,15231,15279,15311,15436,15555,15651,15722,15760,15782,15771,15732,15670,15591,15494,15380,15259,15140,15036,15023,15028,15043,15055,15061,15078,15091,15096,15092,15078,15088,15089,15078,15057,15025,14993,14945,14884,14814,14739
SPM,666,Saint-Pierre-et-Miquelon,678,691,711,734,756,778,800,819,835,850,865,880,893,885,877,870,863,858,855,849,840,830,816,798,779,759,733,707,683,659,639,624,611,601,590,578,566,551,537,525,517,513,512,513,513,511,508,502,496,492,491,494,499,508,519,531,545,560,576,594,612,613,613,612,612,613
WSM,882,Samoa,16908,17241,17444,17562,17627,17671,17924,18176,18414,18616,18781,19099,19371,19584,19762,19927,20232,20534,20806,21024,21180,21550,21866,22105,22265,22350,22607,22855,23053,23174,23231,23509,23733,23906,24038,24132,24227,24312,24388,24457,24518,24453,24402,24340,24240,24102,24114,24077,24006,23919,23828,23860,23882,23891,23891,23882,23988,24095,24195,24289,24382,24829,25290,25752,26207,26647
SMR,674,San Marino,3422,3421,3414,3408,3407,3417,3457,3506,3561,3620,3679,3716,3762,3809,3851,3881,3911,3927,3936,3948,3967,3983,4006,4035,4070,4109,4137,4176,4217,4250,4265,4276,4264,4239,4209,4179,4127,4073,4020,3963,3904,3840,3775,3708,3645,3585,3528,3473,3421,3377,3341,3306,3279,3257,3235,3208,3179,3146,3111,3085,3071,3041,3019,3000,2984,2969
STP,678,Sao Tome and Principe,8121,8347,8562,8776,8999,9243,9517,9797,10082,10379,10681,10823,11066,11331,11577,11792,12130,12402,12654,12957,13339,13745,14240,14793,15355,15917,16566,17211,17869,18562,19282,19967,20690,21424,22146,22854,23594,24341,25087,25794,26465,27199,27877,28520,29156,29801,30448,31102,31759,32408,33047,33743,34426,35075,35662,36172,36632,37006,37319,37619,37933,38863,39863,40896,41901,42843
SAU,682,Saudi Arabia,809858,842152,877577,916371,958520,1003459,1045903,1091757,1140694,1193207,1250351,1330462,1421129,1520759,1626212,1733789,1801354,1867817,1921986,1975629,2031098,2086582,2140997,2197559,2259139,2326555,2439510,2560916,2687915,2817998,2949609,3044531,3145722,3252754,3364195,3478146,3605415,3733757,3865717,3999779,4135797,4265763,4392692,4515559,4635013,4752101,4850223,4948189,5042314,5125404,5191919,5235114,5262821,5279034,5289145,5296372,5288788,5276489,5262282,5250061,5242348,5292648,5351356,5416194,5483341,5550040
SEN,686,Senegal,697645,714276,733029,753387,774796,796866,810251,822482,835818,850427,866603,882819,901620,922733,945890,970936,996767,1024758,1054900,1087352,1122170,1156841,1194304,1234030,1275447,1318309,1358786,1400807,1444494,1489934,1537133,1585024,1634754,1686185,1739283,1793960,1846965,1902291,1959548,2018110,2077635,2138292,2198174,2257467,2317053,2377304,2434490,2494298,2555024,2614246,2670959,2730400,2785890,2838875,2891471,2944429,2995676,3046715,3097344,3146997,3195438,3288785,3384981,3483591,3584206,3686496
