Country letter code,ISO code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
DJI,262,Djibouti,17232,18206,19211,20365,21802,23583,25743,28304,31030,33658,36050,37587,38829,40058,41600,43654,46843,50451,54226,57918,61347,63528,64906,66111,67197,68258,69494,70664,71822,73060,74403,75672,77002,78387,79796,81209,82474,83808,85186,86574,87951,89236,90461,91818,93275,94859,96626,98564,100645,102821,105054,107455,109912,112381,114812,117171,119467,121684,123901,126235,128757,130252,131824,133345,134622,135541
DMA,212,Dominica,5484,5428,5378,5321,5238,5123,5074,4992,4893,4794,4701,4764,4833,4901,4955,4992,5026,5019,4977,4909,4832,4951,5088,5231,5373,5508,5565,5619,5661,5685,5694,5751,5820,5892,5955,6000,6035,6039,6033,6049,6106,6203,6350,6516,6649,6722,6748,6717,6661,6633,6669,6769,6921,7119,7347,7589,7862,8157,8447,8691,8866,8834,8721,8560,8393,8251
DOM,214,Dominican Republic,586301,603504,621582,640468,660136,680562,701555,723303,745607,768200,790928,813782,836419,858910,881472,904243,927060,950209,973553,996918,1020255,1045361,1070053,1094240,1117969,1141247,1164715,1188004,1210829,1232696,1253385,1275576,1295910,1314774,1332848,1350448,1367790,1384845,1401252,1416456,1430299,1445281,1458757,1470905,1481568,1491599,1502560,1512798,1522376,1531298,1539635,1549588,1558825,1567437,1575575,1583361,1592883,1602065,1610824,1619010,1626567,1637886,1647852,1656547,1664139,1670732
ECU,218,Ecuador,787255,812469,839878,869150,899940,929756,959405,990430,1022730,1056252,1090940,1125720,1161499,1198403,1236591,1276076,1315629,1356419,1398184,1440642,1483612,1525716,1568501,1611764,1655367,1699199,1741870,1784384,1826210,1866666,1905323,1940119,1973226,2005266,2037035,2069142,2106137,2142687,2178910,2214989,2250813,2284854,2318765,2351880,2383285,2412605,2441632,2468615,2493715,2517339,2539712,2561908,2582714,2602324,2620927,2638658,2657092,2674536,2691021,2706568,2721180,2745961,2769561,2791724,2812132,2830633
EGY,818,Egypt,5017080,5125262,5239023,5357227,5477624,5599398,5726420,5858531,5994139,6138367,6293932,6463709,6652436,6855639,7067295,7284196,7519011,7758673,7999924,8243144,8488581,8701031,8929475,9167033,9402664,9632297,9895784,10147945,10403171,10681635,10992072,11317371,11669353,12041304,12422075,12804676,13164994,13538165,13916486,14287584,14644215,15030841,15380883,15705737,16028699,16350448,16594805,16862927,17131141,17365178,17552378,17775194,17932786,18042206,18128394,18198448,18226700,18231170,18211371,18160878,18076060,18297054,18522321,18749174,18975900,19201040
SLV,222,El Salvador,475838,489347,501201,513243,525535,538071,550844,563660,576218,588232,599598,610401,620735,630612,640106,649328,661485,673248,684786,696316,707863,721961,735933,749430,762107,773728,783360,792447,800751,808068,814388,820389,825711,830511,834976,839237,845252,850564,855377,860264,865357,871205,877513,883994,890234,896051,902933,909406,915365,920824,925764,930892,935753,940130,943759,946553,950137,952742,954567,955960,957089,957564,957256,956044,953708,950116
GNQ,226,Equatorial Guinea,43768,41275,38186,34757,31281,27971,26421,25162,24290,23893,23997,27330,31386,35973,40690,45255,47897,50300,52500,54598,56706,58581,60556,62601,64677,66769,68845,70929,73074,75339,77739,79936,82315,84837,87433,90061,92326,94642,97029,99523,102141,104582,107191,109909,112691,115514,118132,120826,123622,126566,129680,132695,135876,139231,142768,146480,150171,154017,157943,161847,165653,170881,176142,181411,186664,191880
ERI,232,Eritrea,286103,293154,300692,308667,317014,325720,333823,342394,351460,361055,371193,380811,390813,401379,412738,424948,436083,448077,459754,469710,477184,472483,464546,455072,446241,439759,447010,457263,470616,486990,506038,532000,560887,591298,621494,650168,668722,685250,699939,713374,726271,740076,753719,767328,781073,795094,813570,832161,851015,870298,889938,909556,929437,949234,968458,986872,1004754,1021869,1038096,1053351,1067569,1092373,1116891,1141170,1165318,1189440
EST,233,Estonia,231695,233279,234262,234866,235442,236179,236616,237203,237918,238702,239539,240267,241032,241888,242839,243810,244560,245193,245497,245338,242283,236710,230753,224704,218847,213417,209871,206732,203913,201264,198597,195285,191784,188214,184703,181330,177554,173957,170459,166969,163447,159867,156324,152974,149785,146795,144797,142896,141071,139250,137360,135296,133119,130955,128999,127389,126166,125261,124615,124145,123799,122391,120986,119559,118055,116433
ETH,231,Ethiopia,5049888,5174250,5307013,5440778,5568061,5685352,5772414,5849141,5926060,6014664,6121132,6225232,6362902,6528562,6715252,6873545,7025452,7193607,7376640,7575764,7792657,7996266,8220504,8458455,8700782,8941149,9125390,9309133,9496897,9698090,9919275,10124194,10355406,10604261,10860219,11119058,11386983,11659397,11939774,12233912,12544410,12890493,13255580,13635700,14031083,14440645,14850036,15274801,15710131,16150399,16592313,17030312,17470703,17909857,18344516,18772101,19190695,19601090,19999254,20379767,20738688,21291146,21829830,22358985,22885791,23414035
FRO,234,Faeroe Islands,5180,5209,5250,5294,5335,5367,5440,5512,5524,5551,5596,5655,5739,5833,5924,6006,6119,6217,6287,6316,6295,6184,6016,5815,5610,5419,5343,5306,5289,5270,5238,5206,5161,5103,5035,4959,4869,4770,4665,4555,4445,4348,4252,4149,4034,3905,3782,3663,3554,3467,3404,3360,3341,3344,3362,3389,3433,3489,3560,3651,3765,3807,3857,3910,3968,4030
FLK,238,Falkland Islands (Malvinas),354,352,346,341,337,333,331,331,333,335,336,338,339,341,343,344,346,347,350,355,362,372,385,399,410,419,424,426,426,426,427,429,433,438,440,440,438,433,426,421,414,409,405,401,397,392,387,381,374,369,362,357,353,349,345,342,340,338,336,334,333,333,333,332,331,331
FJI,242,Fiji,77018,79492,82133,84940,87890,90954,93367,95286,97198,99192,101309,103997,107090,110205,112918,115001,116076,116466,116464,116454,116689,117730,118962,120364,121864,123347,123817,124331,124732,124881,124792,127181,129164,130903,132573,134211,133827,133817,134072,134503,135019,134784,134484,134074,133572,133027,132862,132611,132302,131966,131607,131468,131271,130996,130605,130076,129621,129042,128334,127500,126554,126362,126060,125692,125337,125049
FIN,246,Finland,710237,716974,724396,731987,739145,745475,750550,753593,755561,757843,761171,765751,772243,779497,785949,790794,795735,799042,801061,802427,803407,804868,805611,805155,802722,797850,789018,778441,766749,754968,743953,735126,726740,718966,711883,705415,699456,694264,689717,685602,681778,678308,675687,673469,671068,668138,665050,660890,656475,652995,651070,650778,651868,653625,654843,654760,653949,651861,648836,645568,642545,640924,639165,637462,635892,634406
FRA,250,France,8059084,8120470,8145299,8147852,8153367,8176422,8190970,8221526,8262878,8303935,8339273,8382093,8415853,8448525,8492077,8551482,8604033,8673449,8754344,8839476,8925065,9012368,9100210,9176511,9224843,9235285,9210228,9144579,9054284,8962208,8882222,8808712,8746652,8691154,8635670,8577083,8519046,8458626,8396520,8331380,8260632,8194875,8119502,8040684,7959068,7878039,7806427,7736303,7670134,7608970,7551720,7497832,7446673,7401024,7366181,7346020,7344776,7356770,7378174,7402316,7424427,7439004,7447382,7451705,7454383,7456229
GUF,254,French Guiana,5707,5989,6276,6554,6825,7034,7298,7552,7795,8051,8353,8725,9173,9688,10242,10811,11474,12136,12762,13318,13793,14222,14558,14834,15104,15404,15741,16127,16559,17034,17556,18242,19033,19863,20654,21333,21691,21921,22099,22319,22650,22975,23414,23932,24477,25019,25548,26084,26641,27240,27896,28590,29339,30154,31046,32021,33052,34180,35410,36746,38189,38990,39827,40702,41623,42593
PYF,258,French Polynesia,10913,11253,11633,12045,12485,12952,13474,14010,14358,14723,15109,15436,15778,16134,16508,16898,17265,17644,17993,18286,18525,18667,18814,18991,19211,19468,19881,20300,20713,21093,21408,21452,21454,21431,21406,21391,21365,21337,21371,21379,21356,21511,21586,21634,21722,21876,21927,22106,22369,22653,22939,23357,23754,24161,24637,25207,25876,26646,27496,28387,29287,29317,29307,29254,29164,29042
GAB,266,Gabon,122942,122722,122472,122226,122050,122009,121951,122073,122379,122889,123600,124210,125063,126147,127460,128995,130485,132254,134246,136404,138702,140947,143356,145929,148678,151601,154554,157639,160827,164084,167389,170324,173322,176387,179511,182688,185833,188974,192139,195361,198642,201713,204877,207983,211236,214632,218088,221821,225781,229903,234167,238758,243408,248206,253258,258611,264068,269832,275880,282152,288625,295208,301769,308288,314759,321171
GMB,270,Gambia,86841,87953,90188,93304,96889,100642,103546,106488,109651,113320,117604,119944,122994,126773,130490,134791,139799,145570,151819,158256,164687,168521,172072,175676,179701,184354,188688,193832,199665,205987,212646,218271,224229,230456,236916,243598,249593,255855,262387,269183,276234,282915,289836,297022,304409,312017,318793,325883,333281,340998,349050,356920,365046,373352,381719,390038,397459,404823,412157,419512,426910,440319,454310,468900,484110,499943
GEO,268,Georgia,798566,806836,811852,814651,816630,818537,819393,820399,822108,824651,827842,834027,841323,848910,855646,860643,864828,867317,868044,867390,865482,858109,849371,839581,829160,818838,810121,801773,793969,786724,779926,773127,766195,759447,753038,746766,736995,727719,718167,707456,695292,680924,665892,651155,638129,627611,618059,611149,605476,599239,591448,583866,574164,563252,552190,541371,530163,518965,507687,496312,484999,477515,470216,462957,455458,447480
DEU,276,Germany,10930723,10962078,10944481,10895701,10846053,10816172,10812224,10803456,10803752,10828522,10883130,10937147,11032922,11150540,11257465,11335762,11393656,11429577,11455258,11495214,11564445,11603044,11670328,11754939,11837927,11905983,11943609,11956061,11946899,11920689,11879157,11783404,11673346,11548202,11409299,11260575,11113567,10957444,10796307,10632700,10465852,10299541,10133005,9967723,9799616,9629192,9447685,9259785,9079392,8926241,8810956,8729674,8683821,8662997,8649130,8629679,8609407,8585491,8554579,8515458,8469183,8395163,8305540,8205866,8102925,7999844
GHA,288,Ghana,1294846,1322734,1354902,1389006,1422332,1453610,1477086,1498860,1522432,1552012,1589940,1637709,1695614,1760410,1828117,1896241,1959756,2023859,2089746,2143559,2200897,2261375,2326016,2392774,2459233,2523997,2579414,2633623,2688794,2747772,2812428,2883550,2960740,3043135,3129654,3219053,3307576,3399867,3493587,3585722,3674521,3754742,3829826,3900785,3970315,4040214,4102962,4169000,4236413,4302444,4366023,4432224,4494822,4555307,4615778,4676973,4735689,4795284,4855843,4917005,4978688,5071141,5165667,5262343,5361640,5463729
GIB,292,Gibraltar,3704,3663,3630,3606,3592,3586,3599,3615,3630,3642,3649,3651,3650,3647,3644,3639,3629,3613,3594,3582,3580,3591,3613,3635,3646,3641,3619,3583,3541,3501,3470,3463,3461,3465,3469,3468,3473,3480,3489,3497,3505,3506,3507,3509,3509,3510,3499,3483,3463,3444,3425,3408,3391,3376,3359,3342,3328,3313,3297,3279,3260,3226,3190,3152,3111,3069
GRC,300,Greece,1443631,1444505,1441533,1441145,1441272,1441012,1449388,1456156,1460886,1464112,1465799,1461631,1456596,1450615,1443785,1436830,1423350,1412937,1406695,1406645,1414003,1429957,1452096,1477557,1502046,1522503,1535486,1544313,1549805,1553882,1557931,1556895,1556316,1556072,1555296,1553165,1550148,1544568,1536284,1525460,1512303,1491790,1467973,1441519,1413369,1384515,1362183,1341005,1320067,1298341,1275500,1253984,1230473,1206293,1183131,1161724,1141093,1122569,1105245,1087802,1069808,1051288,1031474,1012209,996054,984226
GRL,304,Greenland,5735,5836,5916,5995,6088,6192,6220,6230,6236,6264,6322,6409,6554,6736,6923,7097,7251,7392,7511,7603,7659,7669,7639,7578,7505,7434,7373,7315,7258,7196,7130,7083,7030,6969,6899,6820,6721,6613,6494,6360,6214,6053,5891,5733,5583,5449,5323,5212,5126,5080,5082,5118,5203,5324,5455,5581,5709,5833,5952,6070,6187,6192,6183,6163,6132,6094
GRD,308,Grenada,6146,6194,6207,6198,6177,6146,6039,5925,5819,5741,5702,5860,6100,6378,6640,6844,6872,6786,6618,6422,6238,6276,6395,6562,6736,6887,6997,7063,7106,7156,7225,7353,7498,7654,7808,7953,8125,8289,8441,8583,8718,8848,8975,9105,9258,9446,9709,10008,10329,10654,10970,11304,11628,11938,12232,12506,12787,13041,13265,13462,13632,13592,13528,13434,13304,13138
GLP,312,Guadeloupe,30473,30520,30450,30218,29820,29307,29657,30043,30531,31193,32034,32671,33549,34519,35422,36190,37280,38228,39065,39864,40666,41382,41984,42445,42755,42950,43597,44185,44677,45052,45347,45728,46038,46265,46395,46420,46432,46332,46141,45884,45587,45364,45126,44847,44513,44127,43862,43551,43221,42919,42670,42544,42509,42544,42615,42710,42938,43216,43566,44031,44633,44643,44754,44924,45091,45215
GUM,316,Guam,11317,11806,12298,12805,13337,13899,14487,15111,15756,16401,17023,17325,17582,17806,18020,18246,18450,18653,18875,19142,19471,19826,20230,20647,21033,21366,21578,21740,21846,21895,21883,21752,21557,21315,21061,20818,20563,20339,20149,19994,19876,19853,19867,19909,19975,20060,20152,20266,20401,20547,20703,20882,21073,21281,21515,21780,22092,22432,22791,23160,23531,23806,24067,24310,24528,24719
GTM,320,Guatemala,815582,838784,862669,887005,909298,931738,951411,971161,991149,1011599,1032741,1053792,1075683,1098492,1122581,1148285,1174757,1203851,1235074,1267632,1301170,1338906,1376646,1414968,1454778,1496372,1537533,1581047,1626359,1672682,1719813,1769824,1820946,1873061,1926373,1980989,2038376,2097131,2157042,2217581,2277894,2339931,2400331,2459607,2518611,2577643,2635298,2693404,2750971,2806688,2859915,2912638,2962881,3010453,3055379,3097575,3137855,3175349,3209968,3241461,3269723,3324490,3377069,3428083,3478522,3528933
GIN,324,Guinea,809025,815427,821013,826010,830867,835976,836414,837986,841374,847386,856517,867259,883117,902792,924819,948421,970258,994445,1023345,1059912,1105376,1161536,1227405,1297270,1364589,1425580,1469948,1506456,1537859,1567543,1586906,1601606,1616998,1634370,1655289,1680649,1708259,1742096,1780639,1821912,1864522,1905386,1948109,1989622,2031776,2074605,2115594,2157627,2200178,2242595,2284495,2325181,2365177,2404534,2443434,2481817,2517911,2553514,2588331,2622039,2654402,2731539,2810353,2890633,2972206,3054913
GNB,624,Guinea-Bissau,124795,126635,128622,130713,132905,135191,137043,139045,141204,143519,145989,148267,150720,153367,156273,159470,162269,165595,169293,173151,177074,180841,182944,185137,187604,190422,192901,195819,199011,202230,205347,207983,210588,213252,216136,219334,222296,225645,229329,233265,237394,241385,245740,250378,255233,260256,264974,269971,275172,280498,285900,291156,296487,301911,307469,313171,318657,324314,330075,335841,341548,349425,357348,365353,373516,381873
GUY,328,Guyana,80240,82434,84277,85927,87676,89685,91514,93601,95726,97592,99090,101119,102640,103857,104999,106163,107090,108178,109419,110810,112368,111026,110232,109857,109717,109592,111673,113607,115020,115729,115849,116178,115876,115109,114072,112802,112612,112136,111299,110042,108421,108073,107540,106997,106660,106573,106440,106727,107213,107630,107874,108513,109076,109510,109802,109944,110307,110518,110644,110760,110911,112085,113192,114288,115466,116761
HTI,332,Haiti,579247,588811,600229,612508,625723,639862,654791,670170,686099,702712,720000,735140,751075,767569,784495,801855,817429,834659,852925,871421,889873,909883,929269,948895,970005,993195,1017341,1043414,1071140,1099930,1129488,1159427,1190461,1222597,1255962,1290629,1326757,1363751,1401357,1439318,1477415,1514254,1551419,1588565,1624572,1659243,1693486,1725731,1756288,1785780,1814460,1841994,1868645,1893818,1916638,1936594,1954939,1970451,1982806,1991652,1996792,2013693,2027871,2039940,2050846,2061226
HND,340,Honduras,341768,350096,359518,369934,381206,392361,404695,417686,431405,445995,461482,476309,492192,508975,526461,544589,562879,581837,601366,621409,641924,662343,682855,703541,724542,745921,766482,787377,808498,829717,851075,874072,897307,920887,944991,969742,996910,1024437,1052347,1080654,1109295,1138464,1167641,1196500,1224577,1251599,1278890,1304519,1328779,1352227,1375079,1396486,1417754,1438186,1456823,1473237,1489014,1502634,1514258,1524247,1532752,1547197,1559664,1570291,1579203,1586494
HUN,348,Hungary,1931149,1937927,1939791,1937781,1934330,1931443,1934396,1936305,1936511,1934790,1930785,1900332,1871687,1844399,1817022,1789319,1768760,1744112,1718404,1695694,1677330,1655494,1638471,1624301,1610376,1595649,1580498,1566102,1550723,1532364,1510014,1486357,1458494,1428683,1399961,1373981,1347847,1324101,1302725,1283485,1266076,1250184,1236554,1225107,1213825,1201694,1189478,1175709,1161125,1146817,1133187,1118699,1105020,1091333,1076358,1059559,1041288,1021096,1000866,983456,970585,953271,939529,928281,917644,906487
ISL,352,Iceland,28294,28847,29405,29973,30559,30898,31178,31467,31762,32066,32379,32824,33286,33757,34235,34726,35250,35792,36325,36807,37212,37545,37778,37934,38052,38154,38233,38324,38403,38432,38404,38374,38264,38106,37943,37791,37702,37646,37595,37516,37394,37043,36640,36219,35847,35546,35405,35343,35342,35381,35445,35574,35711,35869,36069,36323,36618,36973,37370,37772,38165,38197,38162,38090,38034,38019
IND,356,India,104198011,106647487,108961406,111444677,114076343,116833875,119343497,122021588,124832380,127729360,130684601,133490458,136361490,139298960,142326242,145451455,148327686,151388008,154592236,157899177,161298769,164633732,168083245,171649005,175339853,179146638,182916344,186776151,190692963,194619918,198518850,202187428,205861047,209522538,213165794,216792573,220363449,223940066,227493048,230999793,234446722,237787564,241055418,244184611,247139875,249895520,252614546,255045860,257216292,259173114,260921750,262329086,263562108,264544981,265182352,265428408,265453552,265080592,264272191,262999651,261235898,262884674,264297368,265497197,266517200,267383649
IDN,360,Indonesia,18514611,18935113,19386492,19874258,20388201,20923684,21458597,22019356,22607219,23225237,23873982,24532372,25222358,25937431,26671222,27420164,28143487,28892414,29667643,30469200,31298520,32172089,33061057,33967244,34897380,35852127,36771229,37716388,38676290,39629029,40555129,41356373,42106762,42792274,43415631,43993642,44948327,45845339,46660010,47379653,48011704,48572834,49047374,49447707,49816989,50171345,50387255,50641706,50888909,51066440,51151009,51269440,51275268,51193895,51065708,50903408,50679489,50422069,50118736,49743361,49282886,49392213,49471657,49541337,49636570,49776980
IRN,364,Iran (Islamic Republic of),4643562,4763685,4892726,5031002,5179143,5337391,5494772,5661351,5841403,6038773,6253945,6473820,6711772,6964590,7231841,7514530,7790253,8038984,8300196,8560152,8812190,9018014,9206376,9392728,9597548,9834070,10165918,10525395,10901204,11279575,11652070,12007643,12365119,12734566,13121060,13519894,13852776,14190114,14514491,14812362,15079926,15320785,15520022,15694962,15845899,15975648,16079584,16156514,16213495,16258444,16293923,16332069,16350277,16344042,16304500,16224534,16113025,15961728,15765983,15518841,15218255,15001663,14738859,14441909,14128780,13812873
IRQ,368,Iraq,1411978,1450116,1494121,1542005,1591762,1642516,1697416,1751513,1800464,1853021,1910318,1964083,2022371,2083656,2145474,2206746,2256719,2304950,2354068,2407692,2468251,2551138,2642316,2741185,2846677,2957751,3079609,3206860,3336125,3463145,3585214,3692455,3795937,3897148,3998439,4101944,4209043,4313922,4421181,4536532,4662552,4812340,4975520,5143150,5304477,5453235,5583606,5701180,5808566,5910366,6009466,6105147,6196684,6284744,6369491,6450907,6527744,6600872,6671154,6739830,6807507,6988120,7175606,7368935,7566657,7767774
IRL,372,Ireland,326843,332727,337409,342577,348866,356455,363957,373112,383155,393010,402120,411253,419253,426093,432044,437250,442029,445711,448498,450638,452429,458062,463611,468979,474050,478707,485755,492743,499877,507484,515780,525630,537065,549877,563828,578614,591601,605692,619431,630982,639164,638875,634082,626540,618462,611335,608322,606788,605969,604615,601888,598368,593717,588417,583168,578428,574107,570436,567498,565304,563916,560772,558086,556173,555478,556231
ISR,376,Israel,433916,449214,465797,479907,494011,507621,518736,529551,539759,549026,557378,566511,575008,583105,591073,599108,607802,616118,625639,638422,655645,678502,706064,735869,764182,788244,807990,823215,834578,843465,850886,856299,860619,864825,870130,877397,889681,904146,919668,934436,947006,955481,960055,963221,966425,970666,974317,979720,986039,992025,997054,1002972,1007547,1011554,1016092,1021686,1027594,1034493,1042471,1051474,1061538,1073311,1085809,1099053,1113058,1127759
ITA,380,Italy,8472911,8513389,8474788,8416482,8358670,8313492,8274071,8246913,8229543,8215999,8202949,8197993,8194844,8193050,8192067,8190931,8175417,8157671,8141506,8133146,8136354,8146538,8169851,8196228,8210880,8204991,8180162,8135823,8080849,8028918,7988541,7988366,7998374,8012205,8021222,8019214,7990652,7948667,7892697,7820790,7730866,7614426,7485235,7344520,7196164,7045044,6899619,6749844,6599649,6452557,6309774,6169114,6034034,5906959,5790973,5688642,5603095,5531160,5472098,5424892,5388878,5350665,5319468,5294634,5274008,5255130
JAM,388,Jamaica,208619,208193,208458,209224,210207,211167,215515,219887,224299,228861,233682,236912,240315,243880,247534,251120,253897,256620,259067,260993,262355,265103,267389,269167,270626,271791,272183,272204,271876,271265,270460,271349,271741,271328,269882,267410,264599,261262,257577,253970,250770,247121,244507,242754,241547,240808,241734,242646,243674,245104,247078,249478,252730,256578,260635,264718,270287,275713,281058,286487,292024,290040,287583,284706,281433,277819
JPN,392,Japan,18471976,18694903,18884829,19039605,19162595,19252734,19255139,19250813,19225788,19159618,19047583,18968919,18823264,18638825,18453859,18284392,18096059,17923655,17761552,17596705,17424235,17280808,17136942,16981293,16800266,16585398,16342392,16064025,15769740,15488366,15238523,15024983,14844952,14689796,14546985,14408987,14274565,14140668,14003180,13855275,13691096,13535350,13374375,13206978,13034290,12857867,12693803,12524580,12344637,12145692,11923884,11699120,11448434,11188201,10943766,10731431,10567702,10433761,10325847,10234810,10154327,10020171,9890920,9765264,9641673,9519575
JOR,400,Jordan,253999,263145,269934,275111,279795,284738,283724,283544,284373,286227,289165,298948,309804,321565,334059,346973,354517,362730,372182,383724,398188,430578,466206,503761,541226,576707,595421,611133,624884,638199,652513,669434,688024,709058,733309,761001,793334,829364,867306,905030,941060,975461,1007316,1036550,1062615,1085476,1103333,1117544,1128519,1136652,1142482,1146984,1148841,1149379,1150253,1152350,1156236,1161956,1168891,1175970,1182518,1199564,1216772,1234279,1252521,1271712
KAZ,398,Kazakhstan,2079200,2122235,2161043,2197059,2232408,2267921,2298737,2329487,2361762,2397776,2428235,2468240,2515053,2563132,2604491,2634044,2655683,2663416,2661978,2659687,2661093,2652381,2651404,2653062,2649285,2636170,2623607,2602079,2577266,2556727,2544415,2543652,2551479,2566883,2586863,2608530,2623068,2639783,2659973,2683736,2709669,2724670,2738808,2749828,2756835,2761068,2766174,2770983,2774259,2773332,2766876,2762063,2748737,2731781,2717334,2708254,2699528,2695707,2695948,2698744,2703655,2719871,2739438,2759691,2776908,2788691
KEN,404,Kenya,1449075,1499019,1553567,1612417,1675324,1742088,1808321,1879737,1955872,2036046,2119971,2205072,2294513,2388736,2488652,2594848,2702095,2816031,2937256,3067103,3190078,3316803,3454375,3598842,3744216,3886711,4003317,4111895,4217209,4325280,4438957,4539904,4646104,4757462,4873052,4992628,5120675,5254975,5393520,5534182,5675991,5829991,5985453,6142635,6302258,6460689,6623045,6785376,6948463,7113151,7279655,7443286,7608396,7774438,7940453,8105761,8268191,8429914,8590069,8747709,8902220,9116954,9332172,9547415,9762221,9976563
KIR,296,Kiribati,7188,7318,7440,7559,7689,7830,8000,8164,8327,8497,8671,8848,9057,9290,9544,9814,10188,10577,10957,11309,11620,11816,11977,12119,12260,12419,12631,12849,13083,13352,13663,13915,14259,14645,15008,15327,15844,16248,16594,16969,17394,17619,17913,18235,18513,18723,18995,19191,19336,19483,19652,19825,20015,20212,20397,20560,20727,20875,20999,21099,21173,21492,21807,22114,22412,22701
KWT,414,Kuwait,109109,118579,127636,136261,144579,152695,159118,165722,172697,180201,188388,198087,208544,220325,234546,251625,266963,286453,305685,318801,322183,313404,293276,267679,244844,230336,226044,230620,240847,252326,262386,265979,269341,273808,281045,292124,308136,328829,353632,381970,413088,440060,468832,497621,523873,546075,554905,558814,559813,560735,563279,565523,569045,573756,579187,585016,591354,597872,604278,610055,614814,614271,612163,609008,605543,602299
KGZ,417,Kyrgyzstan,444071,454623,463054,470125,477197,485174,494345,505213,517600,531130,544902,560742,577780,595205,612026,627496,639750,650352,659857,669445,680008,690241,702404,716280,731453,747812,767711,788768,810050,830442,849137,864186,877147,889562,903025,918333,928449,940426,953826,967629,980924,995663,1008198,1018281,1026799,1034878,1042295,1051600,1060902,1067615,1070602,1076468,1076941,1074341,1071789,1070634,1069027,1068353,1068349,1068354,1068058,1080864,1094734,1108467,1120515,1129882
LAO,418,Lao People's Democratic Republic,415576,425682,436751,448017,458553,467808,468482,467207,465015,463240,462873,470906,481184,493363,506898,521343,537020,553774,571668,590831,611272,631090,652241,674183,696422,718710,739855,761564,783679,806034,828768,854151,879288,904925,931949,960718,991651,1023532,1056472,1090536,1125685,1160216,1196714,1233232,1268000,1300406,1334228,1365453,1394154,1420764,1445383,1467668,1487669,1505416,1520891,1534115,1546286,1555631,1562043,1565484,1565781,1589578,1612489,1634244,1654408,1672688
LVA,428,Latvia,402978,404376,404502,403895,403389,403478,402867,402913,403544,404540,405782,406886,407974,409108,410255,411263,411321,411667,412195,412479,407991,397669,386818,376358,366924,358608,352417,346759,341441,336214,330830,324880,318323,311364,304224,297015,289101,281296,273469,265552,257604,249887,242521,235436,228739,222646,219442,216888,214788,212805,210643,207794,204796,201779,198985,196610,194750,193217,191981,191000,190224,187979,185787,183543,181074,178290
LBN,422,Lebanon,302263,308931,316320,323747,330454,335949,338063,338542,337976,337166,336712,339115,341854,344598,346896,348524,349222,349620,350440,352381,355679,362819,372126,382528,392873,402517,408922,414496,420725,429345,441188,442282,446708,451824,454980,455337,459755,460899,463346,471977,489601,522451,564419,609833,651692,685444,710260,725672,733663,737052,738096,738502,735511,730591,725679,722008,718598,717795,718647,719544,719406,715741,711185,705481,698533,690237
LSO,426,Lesotho,174103,177581,181248,185128,189262,193683,198028,200957,204087,207363,210746,212684,214541,216066,217138,217822,218900,219414,219626,219917,220564,224260,228430,232807,236999,240702,242826,244477,245714,246629,247287,246028,244729,243462,242254,241161,240839,240557,240501,240885,241775,243671,245694,248196,251120,254421,257000,260049,263448,267050,270805,274589,278430,282389,286531,290885,295305,299799,304447,309309,314431,318187,321763,325260,328795,332446
LBR,430,Liberia,243845,249160,254888,261043,267677,273351,278385,283807,289795,296552,304098,312120,320862,329084,335434,339262,337660,333638,328069,321951,316095,309264,303130,299658,301148,308595,325543,349545,376727,402454,423954,436958,445161,451097,457979,467798,481414,498109,516316,534127,550421,564245,576462,587844,599449,611773,624598,637948,651782,666017,680574,694996,709911,725185,740652,756215,771782,787523,803332,819113,834791,856952,879382,902079,925073,948385
LBY,434,Libya,340572,350285,361059,372683,379142,385761,391916,398397,405283,412737,420840,429492,438762,448606,458889,469484,480351,491061,501726,512647,523953,534210,545395,556987,568221,578755,590438,600716,610063,619140,628123,635565,643116,650736,658237,665504,671665,677889,684092,689357,693148,692504,689784,685878,681968,678987,682283,687608,694276,701350,708079,714485,720456,726236,732135,738387,744702,751530,759155,767982,778366,779278,780714,782527,784463,786384
LIE,438,Liechtenstein,2931,2998,3070,3149,3234,3328,3443,3562,3691,3832,3985,4102,4215,4324,4427,4527,4622,4721,4826,4936,5051,5186,5310,5419,5509,5576,5612,5649,5698,5762,5835,5855,5875,5890,5898,5896,5886,5861,5826,5788,5752,5701,5655,5610,5565,5517,5469,5420,5372,5331,5296,5264,5236,5217,5199,5186,5172,5160,5149,5137,5122,5131,5140,5145,5148,5149
LTU,440,Lithuania,536220,540996,544188,546321,548256,550509,552385,554813,557644,560584,563502,567296,571086,575013,579239,583696,587561,591598,595351,598352,595416,590292,584350,577800,570920,563960,557522,550313,542523,534635,527069,519562,512265,504664,496141,486373,475889,464213,451313,437383,422755,406842,390311,373596,357680,343405,336466,332315,329886,327650,324660,321372,317148,312488,308212,304774,301561,299027,297068,295474,294142,292042,289967,287845,285605,283183
